age,monthly_income,dependents,horizon_years,emergency_fund,drop_reaction,goal_type,experience,monthly_investable,risk_label
44,45365,0,1,no,sell,tax_saving,some,15754,Conservative
45,59603,3,10,no,sell,tax_saving,some,17509,Conservative
29,24926,2,7,yes,hold,child_education,none,7276,Aggressive
33,15000,1,3,no,buy_more,short_term,experienced,1611,Moderate
45,58098,1,3,yes,sell,tax_saving,none,18126,Conservative
32,59517,2,20,yes,hold,wealth_creation,none,18709,Aggressive
48,60716,3,7,yes,sell,tax_saving,experienced,13910,Moderate
22,38707,3,7,no,hold,child_education,experienced,9490,Aggressive
23,95834,1,7,yes,hold,child_education,none,22725,Aggressive
50,39857,1,20,yes,hold,short_term,some,8508,Moderate
45,59242,4,5,no,buy_more,short_term,some,6221,Conservative
22,64060,2,3,yes,hold,short_term,none,15842,Moderate
56,106237,1,5,yes,sell,short_term,experienced,17403,Conservative
21,42503,1,10,yes,buy_more,retirement,none,8966,Aggressive
59,36536,2,2,yes,sell,wealth_creation,some,11703,Conservative
50,24980,2,3,yes,hold,tax_saving,none,2067,Conservative
60,98574,1,3,yes,hold,tax_saving,none,33183,Conservative
58,59256,3,7,no,buy_more,tax_saving,none,13063,Conservative
33,60106,3,7,no,hold,child_education,none,20132,Conservative
51,199290,1,5,no,hold,child_education,experienced,21960,Conservative
29,56742,0,3,yes,hold,child_education,some,3761,Aggressive
39,27281,1,10,yes,hold,child_education,none,6446,Aggressive
30,44884,2,1,yes,buy_more,short_term,some,9338,Aggressive
40,31613,1,10,yes,sell,short_term,none,8550,Moderate
55,41021,3,3,no,sell,wealth_creation,some,9452,Conservative
38,40897,0,15,yes,hold,child_education,some,8354,Aggressive
24,37640,0,5,no,sell,wealth_creation,none,12073,Conservative
33,26187,3,7,no,buy_more,short_term,some,3850,Moderate
52,100370,4,2,yes,hold,retirement,none,13195,Conservative
41,56077,1,3,no,hold,tax_saving,experienced,16329,Conservative
43,44291,0,10,yes,hold,wealth_creation,some,6886,Aggressive
38,68936,1,7,no,buy_more,short_term,none,15091,Conservative
32,60595,1,10,no,hold,child_education,none,14192,Moderate
44,55495,1,7,yes,sell,retirement,none,7677,Moderate
46,66719,0,7,yes,hold,retirement,experienced,10456,Aggressive
56,52066,0,15,yes,buy_more,child_education,experienced,3239,Aggressive
45,66277,2,5,no,buy_more,retirement,experienced,8871,Moderate
60,68795,2,15,yes,hold,short_term,some,10169,Moderate
54,52744,2,5,no,hold,child_education,experienced,2903,Conservative
24,44392,1,5,yes,hold,short_term,none,13182,Moderate
36,97604,0,10,no,hold,retirement,some,30804,Aggressive
36,39535,1,1,yes,hold,short_term,none,4079,Conservative
21,58459,4,2,no,sell,child_education,experienced,13540,Conservative
28,59057,1,1,no,sell,wealth_creation,experienced,10783,Moderate
51,37260,2,7,yes,hold,short_term,some,3291,Moderate
35,34080,1,7,yes,hold,wealth_creation,some,1959,Aggressive
26,41804,3,1,no,sell,child_education,experienced,10411,Conservative
32,39281,1,2,no,buy_more,retirement,none,2903,Conservative
31,25433,1,3,no,sell,wealth_creation,some,8070,Conservative
27,36564,3,3,yes,hold,retirement,some,10490,Aggressive
25,55259,0,2,no,buy_more,child_education,some,14770,Moderate
51,86653,1,2,no,buy_more,tax_saving,some,26240,Conservative
53,62910,1,15,no,buy_more,retirement,none,5157,Moderate
40,15217,4,10,yes,buy_more,retirement,none,3622,Aggressive
45,65420,2,3,yes,hold,child_education,experienced,7321,Moderate
57,38132,0,3,no,hold,retirement,some,7852,Conservative
54,60107,3,2,no,buy_more,tax_saving,some,9470,Conservative
22,48709,2,5,no,hold,tax_saving,none,4223,Conservative
59,44949,1,5,no,hold,short_term,none,12152,Conservative
23,46816,0,15,yes,sell,short_term,some,6580,Moderate
22,48528,0,10,no,hold,child_education,none,4215,Aggressive
37,89767,2,5,no,sell,retirement,none,28171,Conservative
50,48589,1,2,no,hold,wealth_creation,none,4391,Conservative
24,79896,3,7,no,hold,retirement,none,8918,Conservative
32,74828,0,20,yes,sell,wealth_creation,none,4273,Aggressive
31,66182,2,1,yes,hold,tax_saving,some,13605,Moderate
36,21939,0,15,no,hold,tax_saving,some,6528,Aggressive
60,81022,2,3,no,buy_more,child_education,some,24741,Conservative
34,39892,0,10,yes,sell,child_education,experienced,10895,Aggressive
29,67648,1,3,no,sell,wealth_creation,some,12948,Conservative
25,31645,0,7,yes,hold,short_term,experienced,10026,Aggressive
28,28759,2,3,yes,hold,short_term,none,8056,Moderate
26,119297,0,7,no,hold,child_education,none,37789,Moderate
43,31867,2,7,no,hold,retirement,none,3882,Conservative
37,82104,0,7,no,buy_more,tax_saving,experienced,18915,Aggressive
40,51703,1,10,no,sell,wealth_creation,experienced,2919,Moderate
54,40576,1,1,yes,hold,wealth_creation,some,8376,Moderate
44,48041,0,10,yes,sell,tax_saving,experienced,15039,Aggressive
27,27296,0,2,no,buy_more,wealth_creation,none,7411,Moderate
36,48718,0,10,yes,buy_more,retirement,some,13779,Aggressive
33,30114,2,2,no,hold,short_term,none,4370,Conservative
54,41029,4,5,yes,buy_more,retirement,some,6952,Moderate
33,74338,0,5,yes,sell,wealth_creation,none,25711,Conservative
26,54961,2,20,yes,hold,tax_saving,some,7154,Aggressive
50,25160,2,7,no,buy_more,tax_saving,some,1908,Moderate
38,71909,2,2,no,buy_more,short_term,some,11987,Conservative
24,48864,1,10,yes,hold,child_education,none,13690,Aggressive
48,38407,4,3,yes,sell,wealth_creation,some,7953,Conservative
29,68597,1,3,yes,sell,retirement,none,4329,Moderate
55,45467,3,5,no,sell,retirement,none,11340,Conservative
54,29011,0,10,yes,buy_more,tax_saving,some,7852,Aggressive
35,112590,3,20,no,hold,wealth_creation,none,25989,Moderate
43,48640,4,20,no,hold,child_education,some,4932,Moderate
43,47257,3,2,yes,sell,tax_saving,none,5071,Conservative
47,40851,0,1,no,hold,wealth_creation,some,7034,Conservative
23,83365,3,15,no,hold,child_education,some,13126,Moderate
33,38708,0,3,yes,hold,short_term,none,3118,Conservative
27,24459,2,7,yes,hold,short_term,none,7528,Moderate
48,36119,0,20,yes,sell,tax_saving,some,11824,Moderate
23,89058,2,3,no,sell,retirement,experienced,8295,Conservative
41,71286,1,5,no,buy_more,tax_saving,none,15590,Moderate
50,43706,0,15,no,hold,retirement,none,7820,Moderate
58,90940,0,7,no,hold,tax_saving,some,15705,Moderate
32,68636,0,20,no,buy_more,child_education,none,15381,Moderate
21,43479,1,7,yes,hold,tax_saving,none,8107,Aggressive
49,45494,3,3,yes,hold,retirement,none,8436,Conservative
21,56851,2,10,no,hold,retirement,experienced,5292,Aggressive
23,33713,2,10,no,sell,child_education,some,8872,Conservative
60,49120,3,20,yes,hold,retirement,none,11001,Moderate
55,56321,1,5,yes,buy_more,tax_saving,some,3762,Aggressive
49,22945,1,7,yes,hold,short_term,none,3731,Conservative
54,45017,1,5,yes,sell,wealth_creation,none,5191,Conservative
24,42771,0,3,no,buy_more,short_term,experienced,7142,Aggressive
24,77857,1,20,no,sell,retirement,some,6669,Moderate
33,21374,2,20,no,hold,short_term,some,4983,Conservative
21,41287,2,7,yes,hold,retirement,experienced,9267,Aggressive
56,39466,2,20,no,hold,wealth_creation,none,8991,Conservative
23,75510,0,5,yes,sell,wealth_creation,none,12068,Moderate
42,48069,2,15,yes,hold,child_education,none,12815,Aggressive
55,110000,0,7,no,buy_more,tax_saving,some,33307,Moderate
50,66038,3,10,no,buy_more,child_education,none,11550,Moderate
30,40757,0,10,no,buy_more,tax_saving,some,7332,Aggressive
39,54603,1,7,yes,sell,child_education,none,17447,Moderate
42,41800,1,15,yes,sell,tax_saving,none,9678,Moderate
51,72166,0,5,no,hold,wealth_creation,some,14642,Moderate
38,26916,1,15,no,hold,short_term,none,7298,Moderate
32,33837,0,3,yes,sell,wealth_creation,some,4840,Moderate
52,60177,1,3,yes,sell,child_education,experienced,3600,Moderate
56,85100,3,10,yes,sell,child_education,experienced,22175,Moderate
40,18198,0,10,yes,hold,retirement,some,4437,Aggressive
22,90990,1,15,yes,hold,child_education,none,16247,Aggressive
41,46024,3,3,no,buy_more,retirement,some,2934,Moderate
56,20999,1,1,yes,sell,short_term,none,6972,Conservative
60,15000,3,7,no,hold,child_education,experienced,4038,Conservative
37,24631,1,15,no,hold,retirement,some,4080,Aggressive
27,48588,1,20,yes,hold,retirement,none,5360,Aggressive
43,47588,0,15,yes,sell,short_term,some,10307,Moderate
54,65182,0,5,no,sell,wealth_creation,none,3674,Conservative
58,38281,2,15,no,sell,wealth_creation,some,7164,Conservative
23,29773,3,3,no,hold,short_term,some,10316,Conservative
32,40705,0,20,yes,hold,wealth_creation,experienced,11061,Aggressive
40,49767,3,7,no,hold,retirement,experienced,17193,Moderate
24,54385,1,5,no,hold,child_education,none,9180,Moderate
56,34367,1,7,yes,hold,short_term,some,2616,Conservative
25,73544,3,10,yes,sell,short_term,none,24970,Moderate
47,37062,3,3,no,sell,wealth_creation,experienced,11473,Conservative
57,33144,1,2,yes,sell,child_education,some,7250,Conservative
48,38404,0,10,yes,sell,retirement,experienced,4568,Aggressive
51,79513,0,20,no,buy_more,retirement,experienced,21597,Aggressive
31,46177,0,7,yes,buy_more,wealth_creation,none,2575,Aggressive
54,35863,2,2,no,buy_more,short_term,none,11631,Conservative
37,74365,0,7,no,hold,retirement,some,19272,Moderate
23,128571,2,2,no,hold,wealth_creation,none,13209,Conservative
35,53871,0,3,yes,hold,tax_saving,none,5352,Moderate
34,85410,1,1,yes,hold,tax_saving,some,5756,Moderate
41,78138,1,5,no,sell,retirement,some,21968,Conservative
31,37326,1,5,no,buy_more,short_term,some,3297,Aggressive
39,49611,1,2,yes,buy_more,wealth_creation,none,10220,Aggressive
38,27525,4,3,yes,sell,wealth_creation,none,4333,Conservative
34,44702,3,7,yes,hold,retirement,none,9598,Moderate
48,36983,2,3,yes,buy_more,child_education,some,9557,Moderate
33,40892,0,2,no,buy_more,short_term,some,4620,Moderate
51,34980,3,7,no,hold,retirement,some,3853,Conservative
31,43079,3,10,yes,hold,wealth_creation,experienced,6516,Aggressive
55,62286,3,15,no,hold,retirement,experienced,20589,Conservative
35,46454,1,5,no,hold,tax_saving,none,8510,Moderate
22,21184,0,10,no,sell,short_term,some,2692,Moderate
26,35040,2,15,no,sell,retirement,none,7213,Moderate
53,24742,1,10,yes,hold,child_education,some,2575,Aggressive
55,54711,0,7,no,hold,wealth_creation,none,15294,Conservative
29,61481,1,1,yes,buy_more,retirement,none,8962,Moderate
45,55019,1,3,yes,hold,retirement,experienced,18970,Moderate
43,34395,0,3,no,hold,retirement,some,8219,Moderate
26,54780,2,5,yes,hold,child_education,none,12789,Aggressive
39,39673,2,20,no,buy_more,wealth_creation,experienced,5441,Aggressive
48,29372,1,3,yes,hold,short_term,none,3040,Conservative
59,68450,0,7,yes,hold,retirement,none,5019,Moderate
54,70835,4,20,no,sell,wealth_creation,none,21725,Conservative
24,75132,1,7,yes,sell,wealth_creation,some,25836,Moderate
30,37281,1,3,yes,buy_more,wealth_creation,some,4271,Aggressive
38,83342,1,20,yes,sell,retirement,some,29005,Aggressive
27,39257,1,5,no,hold,retirement,some,9216,Moderate
43,65780,2,1,no,sell,child_education,some,18813,Conservative
21,38952,0,5,yes,hold,short_term,none,13497,Moderate
25,44320,3,3,no,hold,retirement,none,15183,Conservative
22,16489,0,15,no,hold,short_term,none,3634,Moderate
32,42793,4,3,yes,buy_more,wealth_creation,some,8906,Moderate
51,51071,2,15,yes,sell,short_term,experienced,12906,Moderate
28,40760,0,1,no,hold,child_education,none,4725,Moderate
60,108043,1,20,yes,buy_more,retirement,none,18004,Aggressive
31,29053,0,1,no,hold,child_education,some,8665,Moderate
22,38039,4,20,yes,buy_more,retirement,none,3154,Aggressive
34,32624,2,1,no,hold,wealth_creation,some,6124,Conservative
50,38036,1,15,yes,sell,tax_saving,some,5504,Aggressive
25,77974,1,15,no,buy_more,short_term,some,17524,Aggressive
23,95331,4,7,no,hold,retirement,none,10183,Moderate
54,35762,2,1,yes,hold,retirement,experienced,11744,Conservative
44,35406,1,7,yes,sell,wealth_creation,none,10179,Moderate
34,29123,1,7,no,hold,wealth_creation,none,2166,Moderate
51,88241,0,7,yes,hold,wealth_creation,none,13038,Moderate
54,81182,2,7,yes,sell,retirement,some,5111,Conservative
35,46737,1,20,no,buy_more,child_education,some,4064,Aggressive
43,26153,3,20,yes,sell,short_term,some,4631,Moderate
21,27228,1,7,yes,hold,child_education,some,4052,Aggressive
33,52933,1,2,yes,sell,retirement,some,10914,Conservative
44,62768,1,2,yes,hold,retirement,none,8616,Moderate
28,19345,2,10,no,hold,tax_saving,none,2895,Moderate
60,42421,1,20,yes,hold,tax_saving,none,14315,Moderate
59,101542,3,5,yes,hold,tax_saving,some,31728,Moderate
31,44450,0,2,no,buy_more,retirement,some,2400,Conservative
36,95830,2,5,no,buy_more,child_education,experienced,22106,Aggressive
28,65648,3,5,yes,buy_more,wealth_creation,some,6082,Aggressive
41,30093,2,20,no,hold,wealth_creation,some,8631,Aggressive
25,42971,0,10,no,hold,tax_saving,experienced,12925,Aggressive
36,46262,2,2,yes,sell,retirement,none,11478,Conservative
43,31932,0,5,yes,sell,retirement,some,8045,Moderate
45,31683,0,1,no,hold,child_education,some,9677,Conservative
44,96572,2,7,yes,hold,tax_saving,some,7778,Moderate
29,31577,3,10,yes,hold,retirement,experienced,8282,Aggressive
52,79641,0,1,no,hold,wealth_creation,some,6847,Conservative
48,40278,4,5,yes,hold,retirement,experienced,2525,Conservative
51,48458,1,15,yes,buy_more,child_education,none,11706,Aggressive
39,63122,3,15,yes,sell,child_education,experienced,8308,Moderate
56,37445,2,7,no,hold,tax_saving,none,2387,Conservative
36,63294,3,5,no,sell,child_education,none,4363,Conservative
53,19518,3,20,yes,sell,wealth_creation,none,6712,Conservative
29,59746,4,10,yes,buy_more,child_education,some,6986,Aggressive
30,16141,2,20,no,sell,wealth_creation,none,2781,Conservative
42,44263,0,1,no,sell,child_education,none,5752,Conservative
43,71999,1,3,no,hold,child_education,some,23802,Moderate
50,64863,2,1,yes,sell,wealth_creation,some,4679,Conservative
32,27329,0,15,yes,hold,retirement,none,5820,Aggressive
55,28959,4,10,yes,buy_more,retirement,some,5598,Aggressive
34,35957,0,2,no,hold,wealth_creation,experienced,9263,Moderate
42,53305,3,20,no,hold,retirement,some,17030,Moderate
58,19646,1,20,yes,hold,wealth_creation,some,984,Moderate
42,48729,3,3,no,buy_more,tax_saving,experienced,2678,Moderate
48,56395,4,7,no,sell,retirement,experienced,9202,Conservative
57,43158,1,10,no,hold,child_education,none,7357,Conservative
59,62093,2,1,yes,hold,retirement,none,19692,Conservative
40,54212,0,10,yes,hold,retirement,none,7245,Aggressive
37,38417,3,3,no,sell,retirement,some,11697,Conservative
28,20510,3,15,yes,hold,child_education,experienced,1574,Aggressive
42,52053,0,15,yes,buy_more,wealth_creation,none,3811,Aggressive
57,31924,0,15,yes,hold,retirement,some,8732,Aggressive
40,37787,1,10,yes,sell,retirement,none,10534,Moderate
34,60815,0,2,yes,sell,wealth_creation,some,4764,Conservative
25,92762,3,5,no,hold,child_education,experienced,32273,Moderate
36,48188,0,10,no,hold,tax_saving,some,3572,Moderate
30,62901,4,5,yes,buy_more,wealth_creation,experienced,19829,Aggressive
60,25590,4,10,no,hold,wealth_creation,some,2768,Conservative
42,54747,3,5,no,sell,retirement,some,3098,Conservative
26,47716,1,2,no,buy_more,tax_saving,experienced,14621,Moderate
23,85233,0,7,no,hold,wealth_creation,some,8975,Moderate
55,38437,3,10,no,hold,short_term,experienced,8026,Conservative
58,43970,2,7,no,hold,retirement,none,13104,Conservative
51,78941,4,7,yes,hold,retirement,none,7611,Conservative
25,47032,1,5,no,sell,tax_saving,none,12807,Conservative
24,29763,0,10,yes,sell,short_term,experienced,6234,Aggressive
28,154544,4,7,no,sell,wealth_creation,none,19589,Conservative
51,30170,3,7,yes,hold,short_term,experienced,1884,Moderate
51,47614,0,5,yes,sell,child_education,some,6136,Moderate
54,57297,2,7,no,buy_more,child_education,some,10166,Moderate
24,55294,0,1,no,sell,wealth_creation,some,8867,Moderate
27,45008,1,10,yes,hold,child_education,some,11930,Aggressive
57,45109,1,3,no,hold,short_term,none,7801,Conservative
58,44102,1,15,yes,sell,tax_saving,some,7237,Moderate
50,29668,0,15,yes,hold,tax_saving,experienced,8712,Aggressive
25,129003,0,7,no,buy_more,retirement,none,24404,Aggressive
23,44400,1,15,yes,buy_more,tax_saving,none,15346,Aggressive
23,64126,0,10,yes,sell,short_term,experienced,14257,Aggressive
48,42167,1,2,yes,hold,child_education,none,13964,Conservative
54,41787,1,10,yes,sell,wealth_creation,none,13148,Moderate
46,39936,2,20,no,hold,child_education,experienced,6957,Moderate
31,24405,2,1,yes,hold,retirement,some,5705,Conservative
51,45602,0,3,no,buy_more,child_education,none,4206,Moderate
23,40816,0,7,no,hold,tax_saving,experienced,8494,Aggressive
54,83048,3,5,yes,sell,short_term,some,14715,Conservative
56,28609,3,7,no,buy_more,tax_saving,none,5582,Conservative
49,37808,4,7,yes,hold,child_education,some,3980,Conservative
56,32718,4,10,yes,sell,retirement,experienced,10138,Conservative
44,93820,2,1,no,buy_more,wealth_creation,some,6941,Moderate
39,33148,3,5,no,hold,child_education,some,9425,Conservative
33,63135,1,15,yes,hold,retirement,some,21038,Aggressive
57,75854,2,5,no,sell,tax_saving,none,6212,Conservative
48,45901,4,7,no,sell,tax_saving,some,8267,Conservative
28,26381,2,1,yes,sell,child_education,none,5948,Conservative
59,26532,1,3,no,buy_more,child_education,experienced,9217,Conservative
23,72178,1,5,yes,sell,wealth_creation,none,22347,Conservative
44,27798,0,5,yes,hold,short_term,none,4844,Moderate
28,58478,1,10,yes,buy_more,tax_saving,none,19904,Aggressive
47,51609,3,7,yes,buy_more,short_term,experienced,7709,Aggressive
37,58087,2,15,no,buy_more,retirement,some,8829,Aggressive
38,60609,0,15,yes,buy_more,wealth_creation,none,12235,Aggressive
47,32204,2,3,yes,buy_more,tax_saving,some,9141,Aggressive
51,31603,1,1,yes,buy_more,retirement,some,3402,Aggressive
36,67623,1,15,yes,hold,short_term,experienced,18443,Aggressive
60,36930,1,5,no,sell,retirement,none,1876,Conservative
40,15000,1,5,yes,sell,child_education,none,1931,Moderate
27,65639,2,2,yes,hold,child_education,experienced,22470,Moderate
21,30751,2,10,yes,sell,tax_saving,some,7593,Aggressive
29,60488,2,3,yes,hold,child_education,some,11418,Aggressive
48,91745,1,2,no,sell,child_education,none,24727,Conservative
42,49391,2,7,yes,hold,short_term,experienced,8918,Aggressive
34,76733,0,10,no,hold,tax_saving,experienced,6292,Aggressive
40,52533,1,3,no,sell,wealth_creation,some,10468,Conservative
54,100141,1,10,yes,hold,child_education,none,33709,Moderate
43,30395,2,5,yes,sell,short_term,none,4005,Conservative
23,48839,3,5,yes,hold,wealth_creation,none,3216,Aggressive
22,66364,0,5,yes,sell,tax_saving,some,18077,Aggressive
40,44995,3,2,yes,hold,retirement,some,8383,Conservative
37,82330,0,5,no,buy_more,short_term,some,12383,Moderate
55,40359,1,15,yes,sell,child_education,none,7920,Conservative
44,124394,3,2,yes,buy_more,retirement,none,40925,Moderate
51,127387,2,20,no,buy_more,retirement,experienced,15932,Aggressive
44,55655,3,2,no,buy_more,child_education,none,6130,Conservative
34,62860,3,5,yes,buy_more,retirement,experienced,13211,Aggressive
47,83805,0,7,yes,hold,short_term,some,15838,Moderate
45,28731,4,15,yes,sell,wealth_creation,none,2727,Moderate
49,27162,4,2,no,sell,tax_saving,some,6089,Conservative
28,86283,1,2,no,sell,retirement,experienced,19184,Conservative
46,55453,0,7,yes,hold,retirement,experienced,12844,Aggressive
32,44270,0,3,yes,buy_more,tax_saving,none,7705,Aggressive
52,49266,3,7,yes,sell,wealth_creation,none,6750,Conservative
52,16752,4,15,no,hold,short_term,some,2487,Conservative
45,44992,3,1,yes,buy_more,child_education,none,13511,Conservative
58,34930,1,15,yes,sell,child_education,none,8296,Conservative
42,74097,0,1,yes,sell,wealth_creation,experienced,12552,Moderate
22,76708,1,15,no,sell,wealth_creation,some,17948,Moderate
45,63545,1,20,yes,sell,retirement,some,9842,Moderate
52,58568,0,10,no,hold,short_term,some,18085,Conservative
25,24989,0,20,yes,hold,wealth_creation,none,6704,Aggressive
25,63945,0,15,yes,hold,child_education,none,5133,Aggressive
31,65070,0,1,yes,sell,short_term,some,4349,Conservative
54,85848,2,1,yes,hold,retirement,some,5153,Conservative
42,127159,1,1,yes,sell,wealth_creation,some,7408,Conservative
60,22887,1,5,yes,hold,short_term,none,4556,Conservative
55,41158,1,7,yes,sell,child_education,none,4290,Conservative
43,35100,4,5,yes,buy_more,wealth_creation,none,8857,Aggressive
48,52977,2,10,no,hold,short_term,none,10321,Conservative
34,49317,2,5,yes,sell,retirement,experienced,3848,Moderate
24,44119,2,1,no,hold,child_education,some,2283,Conservative
36,77840,2,3,no,hold,tax_saving,experienced,4749,Moderate
44,29862,2,20,no,buy_more,short_term,experienced,6271,Aggressive
28,30683,1,5,yes,buy_more,wealth_creation,some,6933,Aggressive
29,30918,1,5,no,sell,child_education,none,4820,Conservative
21,41683,1,2,no,hold,short_term,some,3070,Conservative
50,28201,1,20,yes,sell,retirement,none,9317,Moderate
56,47960,0,3,yes,hold,tax_saving,experienced,8235,Moderate
54,45502,1,7,yes,sell,wealth_creation,experienced,8135,Moderate
36,34408,1,1,yes,hold,child_education,some,5657,Moderate
44,72634,1,1,yes,buy_more,short_term,none,4927,Conservative
59,47725,1,10,yes,hold,wealth_creation,none,12558,Moderate
44,79078,0,7,no,buy_more,wealth_creation,none,19725,Aggressive
32,44901,0,10,yes,sell,child_education,none,4460,Aggressive
34,48489,1,3,yes,buy_more,child_education,experienced,6331,Aggressive
50,38053,2,20,no,buy_more,tax_saving,none,8146,Moderate
38,48865,0,7,yes,hold,short_term,experienced,7966,Aggressive
54,67541,0,20,yes,sell,wealth_creation,some,23597,Moderate
55,40737,0,2,yes,hold,wealth_creation,some,8104,Conservative
22,61900,1,5,yes,hold,child_education,none,19477,Moderate
49,34005,0,5,yes,sell,short_term,none,3787,Conservative
35,68980,1,10,yes,buy_more,retirement,some,14959,Aggressive
41,37761,1,10,no,buy_more,wealth_creation,some,5533,Aggressive
31,71916,4,5,no,buy_more,wealth_creation,some,23757,Moderate
35,50384,2,1,yes,sell,retirement,none,10850,Conservative
34,97190,0,2,no,hold,child_education,none,23926,Conservative
23,29163,1,1,no,sell,retirement,none,2123,Conservative
52,25228,2,15,no,sell,wealth_creation,some,4952,Conservative
26,37149,0,3,yes,sell,child_education,some,8315,Moderate
36,26289,4,2,no,sell,retirement,none,3604,Conservative
28,26311,1,5,yes,hold,wealth_creation,some,7123,Aggressive
27,64841,0,1,yes,sell,tax_saving,none,12318,Conservative
35,48928,0,20,no,sell,wealth_creation,some,10685,Moderate
57,39503,3,3,yes,hold,wealth_creation,some,6252,Conservative
58,41186,4,20,yes,hold,tax_saving,some,10418,Moderate
36,37468,3,10,yes,buy_more,child_education,none,3033,Aggressive
41,103018,0,7,no,hold,child_education,some,20796,Moderate
60,35207,2,5,yes,sell,retirement,some,11220,Conservative
30,27039,0,10,yes,hold,tax_saving,none,3259,Aggressive
58,70138,1,10,no,hold,short_term,none,21780,Conservative
25,44485,2,1,yes,sell,wealth_creation,some,14035,Moderate
30,122693,4,15,yes,sell,wealth_creation,some,14616,Moderate
34,38685,1,5,no,buy_more,tax_saving,some,2871,Moderate
22,71732,1,5,no,sell,wealth_creation,none,20036,Conservative
53,79776,0,5,no,sell,child_education,none,26930,Conservative
55,38769,1,10,yes,sell,retirement,some,4912,Moderate
36,35090,0,5,yes,buy_more,retirement,none,11365,Aggressive
54,68433,3,5,no,hold,child_education,none,7695,Conservative
51,63494,0,1,yes,buy_more,child_education,none,10018,Moderate
53,25983,2,5,no,buy_more,wealth_creation,experienced,8204,Moderate
53,29501,0,2,yes,buy_more,short_term,none,4166,Moderate
43,15655,1,15,no,sell,child_education,some,4331,Conservative
25,64082,0,5,yes,hold,wealth_creation,some,6029,Aggressive
57,43572,1,20,no,buy_more,short_term,none,7129,Conservative
45,45571,1,10,yes,buy_more,short_term,none,15139,Aggressive
57,22899,2,10,no,buy_more,wealth_creation,none,2699,Moderate
59,29907,4,20,yes,buy_more,child_education,none,7791,Moderate
28,39534,0,3,yes,hold,child_education,experienced,12882,Aggressive
37,36223,1,7,yes,hold,wealth_creation,some,10341,Aggressive
28,51690,3,1,yes,hold,retirement,experienced,17284,Moderate
23,63739,0,2,yes,hold,child_education,experienced,21233,Moderate
59,136124,3,5,yes,sell,tax_saving,none,11446,Conservative
57,48581,4,10,no,hold,retirement,some,11197,Conservative
58,80977,3,15,no,sell,short_term,some,14419,Conservative
56,33742,1,3,no,sell,short_term,some,8598,Conservative
46,23069,2,10,yes,hold,retirement,experienced,6292,Aggressive
41,41833,1,3,yes,hold,wealth_creation,none,5169,Moderate
60,23885,1,1,yes,hold,child_education,some,6925,Conservative
43,49345,4,1,yes,hold,child_education,none,8524,Conservative
46,34502,0,7,no,hold,wealth_creation,experienced,8522,Moderate
29,20344,2,5,no,hold,retirement,none,3627,Moderate
50,107067,1,3,yes,hold,wealth_creation,none,16470,Conservative
53,38487,0,1,yes,hold,tax_saving,experienced,9936,Moderate
48,23460,2,7,yes,sell,wealth_creation,none,4986,Conservative
40,73436,2,15,yes,hold,tax_saving,some,22462,Aggressive
28,35317,1,1,yes,buy_more,retirement,some,10093,Aggressive
22,80063,3,10,yes,sell,child_education,some,24859,Moderate
46,35241,1,7,yes,buy_more,child_education,none,9858,Aggressive
48,38430,3,5,yes,sell,short_term,none,12491,Conservative
51,57249,2,1,no,hold,wealth_creation,some,5553,Conservative
59,64019,3,20,no,buy_more,tax_saving,some,15501,Moderate
40,69273,0,5,yes,hold,wealth_creation,experienced,5176,Aggressive
54,47080,1,5,yes,hold,wealth_creation,some,9411,Aggressive
49,62185,3,15,yes,hold,short_term,some,19178,Moderate
32,68564,0,15,no,sell,child_education,none,18353,Moderate
54,53651,1,10,yes,hold,child_education,experienced,12064,Aggressive
23,45972,2,15,no,hold,retirement,none,11869,Moderate
44,25581,2,2,yes,sell,short_term,experienced,2608,Conservative
58,64191,3,10,no,sell,wealth_creation,experienced,21134,Conservative
47,49960,2,5,yes,buy_more,tax_saving,experienced,5682,Moderate
58,40695,4,15,yes,sell,wealth_creation,none,4073,Conservative
23,87115,1,5,yes,buy_more,short_term,none,8014,Aggressive
42,25783,2,1,yes,sell,child_education,some,8530,Conservative
52,102725,3,5,yes,hold,wealth_creation,some,19338,Moderate
46,48531,2,10,no,hold,child_education,none,10187,Conservative
56,56550,0,7,no,hold,short_term,some,9257,Moderate
39,41037,1,10,no,hold,tax_saving,some,2387,Moderate
48,23151,1,1,no,hold,tax_saving,none,1620,Conservative
37,46035,2,2,yes,hold,wealth_creation,none,2519,Conservative
55,56990,1,7,no,hold,retirement,some,12064,Conservative
25,66456,2,5,no,hold,retirement,none,7180,Moderate
31,44841,3,10,yes,hold,short_term,some,7651,Moderate
24,18276,0,20,no,hold,retirement,some,3437,Aggressive
49,24495,2,7,no,hold,wealth_creation,experienced,5138,Moderate
30,123427,1,5,no,sell,child_education,some,39230,Conservative
33,29982,0,7,no,sell,short_term,some,1887,Conservative
54,93169,1,15,yes,buy_more,retirement,experienced,18472,Aggressive
35,32198,1,10,no,buy_more,short_term,some,2883,Moderate
26,45156,3,10,yes,sell,retirement,some,14809,Aggressive
21,64948,1,3,no,sell,short_term,none,21123,Conservative
30,33891,0,10,no,buy_more,retirement,some,3117,Aggressive
57,100357,1,2,yes,hold,retirement,none,8551,Conservative
42,50720,3,10,yes,hold,child_education,none,4207,Aggressive
60,60317,1,15,no,hold,wealth_creation,some,4790,Moderate
